pl_name,hostname,tic_id,gaia_id,discoverymethod,disc_year,disc_locale,st_temp,st_log_luminosity_sun,st_log_temp
kap And b,kap And,TIC 176945734,Gaia DR2 1926476042677456768,Imaging,2012,Ground,10900,1.83,1.073276252
HD 100546 b,HD 100546,TIC 280773136,Gaia DR2 5233604915060520576,Imaging,2014,Ground,10500,1.5,1.068959889
KELT-9 b,KELT-9,TIC 16740101,Gaia DR2 2064327278651198336,Transit,2017,Ground,10170,1.724,1.065273242
HD 97048 b,HD 97048,TIC 454291762,Gaia DR2 5201128124701636864,Disk Kinematics,2019,Ground,10000,1.602,1.0633271
HIP 78530 b,HIP 78530,TIC 1259690584,Gaia DR2 6243537406369453824,Imaging,2010,Ground,8738,1.368,1.047752559
KELT-20 b,KELT-20,TIC 69679391,Gaia DR2 2033123654092592384,Transit,2017,Ground,8720,1.104,1.047514492
WASP-178 b,WASP-178,TIC 160708862,Gaia DR2 6003809889735481856,Transit,2019,Ground,8640,1.215,1.046450436
HAT-P-70 b,HAT-P-70,TIC 399870368,Gaia DR2 3291455819447952768,Transit,2019,Ground,8450,1.223,1.043883289
bet Pic b,bet Pic,TIC 270577175,Gaia DR2 4792774797545105664,Imaging,2008,Ground,8038.68,0.953,1.038122191
HATS-70 b,HATS-70,TIC 98545929,Gaia DR2 5605119586158973440,Transit,2019,Ground,7930,1.079,1.036550713
MASCARA-4 b,MASCARA-4,TIC 371443216,Gaia DR2 5245968236116294016,Transit,2020,Ground,7800,1.087,1.034642417
TOI-1431 b,TOI-1431,TIC 375506058,Gaia DR2 2188906825165621120,Transit,2021,Space,7690,1.068,1.033002696
KELT-21 b,KELT-21,TIC 203189770,Gaia DR2 2054523105274216704,Transit,2018,Ground,7598,0.905,1.03161318
HD 95086 b,HD 95086,TIC 399637637,Gaia DR2 5231963962676292224,Imaging,2013,Ground,7595,0.821,1.031567587
MASCARA-1 b,MASCARA-1,TIC 354619337,Gaia DR2 1744911763437512064,Transit,2017,Ground,7554,1.176,1.030942671
KELT-19 A b,KELT-19 A,TIC 425206121,Gaia DR2 3142847477107193344,Transit,2017,Ground,7500,0.978,1.030114414
HAT-P-57 b,HAT-P-57,TIC 317520667,Gaia DR2 4483640815570090368,Transit,2015,Ground,7500,0.806,1.030114414
KELT-17 b,KELT-17,TIC 6893917,Gaia DR2 651935220461650560,Transit,2016,Ground,7454,0.876,1.029404145
HAT-P-69 b,HAT-P-69,TIC 379929661,Gaia DR2 3080104185367102592,Transit,2019,Ground,7394,1,1.028471091
51 Eri b,51 Eri,TIC 298810162,Gaia DR2 3205095125321700480,Imaging,2015,Ground,7295,0.752,1.026914871
HR 8799 c,HR 8799,TIC 245368902,Gaia DR2 2832463659640297472,Imaging,2008,Ground,7204.58,0.733,1.02547496
HR 8799 b,HR 8799,TIC 245368902,Gaia DR2 2832463659640297472,Imaging,2008,Ground,7204.58,0.733,1.02547496
HATS-58 A b,HATS-58 A,TIC 21113347,Gaia DR2 6128363666439822208,Transit,2019,Ground,7175,0.689,1.024999981
KIC 7917485 b,KIC 7917485,TIC 268924604,Gaia DR2 2075978592919858432,Pulsation Timing Variations,2016,Space,7067,0.996,1.023248997
GPX-1 b,GPX-1,TIC 245392284,Gaia DR2 457317534880081152,Transit,2021,Ground,7000,0.727,1.022149237
HAT-P-49 b,HAT-P-49,TIC 99224131,Gaia DR2 1835842749465226368,Transit,2014,Ground,6820,0.814,1.019141705
HD 2685 b,HD 2685,TIC 267263253,Gaia DR2 4684205720883329920,Transit,2019,Space,6801,0.668,1.018819624
KELT-7 b,KELT-7,TIC 367366318,Gaia DR2 181908842994567936,Transit,2015,Ground,6789,0.758,1.01861574
KELT-18 b,KELT-18,TIC 293687315,Gaia DR2 1612165353793791488,Transit,2017,Ground,6670,0.813,1.016574158
HATS-66 b,HATS-66,TIC 52689469,Gaia DR2 5582647836223843840,Transit,2018,Ground,6626,0.767,1.015810051
HAT-P-14 b,HAT-P-14,TIC 101721385,Gaia DR2 1340497608486742400,Transit,2010,Ground,6600,0.563,1.015356144
HATS-67 b,HATS-67,TIC 272212970,Gaia DR2 6144060260072337024,Transit,2018,Ground,6594,0.547,1.015251143
HATS-39 b,HATS-39,TIC 112604564,Gaia DR2 5605481703444311040,Transit,2018,Ground,6572,0.64,1.014865317
HAT-P-6 b,HAT-P-6,TIC 176899385,Gaia DR2 1925321658546436352,Transit,2007,Ground,6570,0.553,1.014830178
HATS-64 b,HATS-64,TIC 189625051,Gaia DR2 5632704511826797824,Transit,2018,Ground,6554,0.867,1.014548681
TOI-2109 b,TOI-2109,TIC 392476080,Gaia DR2 4558177980120149632,Transit,2021,Space,6540,0.673,1.014301806
HATS-56 b,HATS-56,TIC 272213425,Gaia DR2 6144125887172751232,Transit,2019,Ground,6536,0.898,1.014231173
TOI-3362 b,TOI-3362,TIC 464300749,Gaia DR2 5351820556994135296,Transit,2021,Space,6532,0.739,1.014160497
KELT-1 b,KELT-1,TIC 432549364,Gaia DR2 2881784280929695360,Transit,2012,Ground,6518,0.542,1.013912789
KELT-24 b,KELT-24,TIC 349827430,Gaia DR2 1076970406751899008,Transit,2019,Ground,6509,0.565,1.013753268
DMPP-2 b,DMPP-2,TIC 32432767,Gaia DR2 5017319806652067072,Radial Velocity,2019,Ground,6500,0.104,1.013593526
TOI-163 b,TOI-163,TIC 179317684,Gaia DR2 4651366259202463104,Transit,2019,Space,6495,0.636,1.013504684
HD 103774 b,HD 103774,TIC 180205814,Gaia DR2 3574907305749250432,Radial Velocity,2013,Ground,6489,0.544,1.013397984
HD 106906 b,HD 106906,TIC 390472975,Gaia DR2 6072902994276659200,Imaging,2013,Ground,6473.79,0.853,1.013127057
tau Boo b,tau Boo,TIC 72506701,Gaia DR2 1244571953471006720,Radial Velocity,1996,Ground,6466.27,0.505,1.012992873
TOI-558 b,TOI-558,TIC 207110080,Gaia DR2 4727755005637190016,Transit,2021,Space,6466,0.547,1.012988052
HATS-40 b,HATS-40,TIC 172598832,Gaia DR2 2894378838731535872,Transit,2018,Ground,6460,0.903,1.012880873
TOI-640 b,TOI-640,TIC 147977348,Gaia DR2 5580554052549277056,Transit,2021,Space,6460,0.834,1.012880873
WASP-121 b,WASP-121,TIC 22529346,Gaia DR2 5565050255701441664,Transit,2016,Ground,6459,0.519,1.012863001
HAT-P-64 b,HAT-P-64,TIC 455036659,Gaia DR2 3279418602369232000,Transit,2021,Ground,6457,0.668,1.012827247
HATS-45 b,HATS-45,TIC 4616072,Gaia DR2 2926039005480063616,Transit,2018,Ground,6450,0.425,1.012702021
HAT-P-33 b,HAT-P-33,TIC 239154970,Gaia DR2 893550942158776832,Transit,2011,Ground,6446,0.618,1.012630402
HAT-P-34 b,HAT-P-34,TIC 278348461,Gaia DR2 1810218734055374720,Transit,2011,Ground,6442,0.56,1.012558739
HATS-27 b,HATS-27,TIC 248111245,Gaia DR2 6134228079203074176,Transit,2016,Ground,6438,0.669,1.012487032
WASP-18 b,WASP-18,TIC 100100827,Gaia DR2 4955371367334610048,Transit,2009,Ground,6432,0.428,1.012379387
HAT-P-39 b,HAT-P-39,TIC 14770122,Gaia DR2 3169391577586325120,Transit,2012,Ground,6430,0.607,1.012343483
HATS-41 b,HATS-41,TIC 53750200,Gaia DR2 2919151080524391552,Transit,2018,Ground,6424,0.653,1.012235704
HATS-12 b,HATS-12,TIC 11270200,Gaia DR2 4083840142695803520,Transit,2016,Ground,6408,0.863,1.0119478
HAT-P-67 b,HAT-P-67,TIC 198588220,Gaia DR2 1358614983131339392,Transit,2017,Ground,6406,0.939,1.011911761
WASP-161 b,WASP-161,TIC 50712784,Gaia DR2 5751177095877066496,Transit,2018,Ground,6400,0.647,1.011803579
WASP-174 b,WASP-174,TIC 102192004,Gaia DR2 6139403450370668800,Transit,2018,Ground,6399,0.436,1.011785538
Kepler-105 b,Kepler-105,TIC 158625964,Gaia DR2 2130368310704421120,Transit,2013,Space,6397,0.607,1.011749449
Kepler-14 b,Kepler-14,TIC 158561566,,Transit,2011,Space,6395,0.799,1.011713349
TOI-201 b,TOI-201,TIC 350618622,Gaia DR2 4767547667180525696,Transit,2021,Space,6394,0.415,1.011695294
HAT-P-41 b,HAT-P-41,TIC 398895470,Gaia DR2 4290415081653653632,Transit,2012,Ground,6390,0.628,1.011623048
HD 8673 b,HD 8673,TIC 80535228,Gaia DR2 317350357498173312,Radial Velocity,2009,Ground,6389.05,0.53,1.011605883
Qatar-7 b,Qatar-7,TIC 291685334,Gaia DR2 2878923523472328704,Transit,2019,Ground,6387,0.563,1.011568834
HAT-P-24 b,HAT-P-24,TIC 440777904,Gaia DR2 3167323052618369408,Transit,2010,Ground,6373,0.408,1.011315497
Kepler-433 b,Kepler-433,TIC 169556484,Gaia DR2 2073856917743350784,Transit,2015,Space,6360,0.88,1.011079756
K2-237 b,K2-237,TIC 16288184,Gaia DR2 6032746832450438400,Transit,2018,Space,6360,0.371,1.011079756
WASP-12 b,WASP-12,TIC 86396382,Gaia DR2 3435282862461427072,Transit,2008,Ground,6360,0.607,1.011079756
HATS-3 b,HATS-3,TIC 336732616,Gaia DR2 6805886373600546176,Transit,2013,Ground,6351,0.456,1.010916269
HAT-P-9 b,HAT-P-9,TIC 371234684,Gaia DR2 898130030131443584,Transit,2008,Ground,6350,0.418,1.010898089
HATS-24 b,HATS-24,TIC 380589029,Gaia DR2 5911182735242698496,Transit,2017,Ground,6346,0.292,1.010825343
HAT-P-45 b,HAT-P-45,TIC 167227214,Gaia DR2 4270547520706275328,Transit,2014,Ground,6330,0.4,1.010533896
HD 67087 b,HD 67087,TIC 165796397,Gaia DR2 877846136542812160,Radial Velocity,2015,Ground,6330,0.54,1.010533896
HD 67087 c,HD 67087,TIC 165796397,Gaia DR2 877846136542812160,Radial Velocity,2015,Ground,6330,0.54,1.010533896
HD 1666 b,HD 1666,TIC 211439561,Gaia DR2 2362099457224379136,Radial Velocity,2015,Ground,6317,0.73,1.010296552
Kepler-1705 b,Kepler-1705,TIC 185335907,Gaia DR2 2081875484241210240,Transit,2014,Space,6312,0.354,1.010205136
Kepler-1705 c,Kepler-1705,TIC 185335907,Gaia DR2 2081875484241210240,Transit,2021,Space,6312,0.354,1.010205136
HD 148156 b,HD 148156,TIC 225317852,Gaia DR2 5942178414758660864,Radial Velocity,2009,Ground,6308,0.25,1.010131951
KELT-3 b,KELT-3,TIC 67666096,Gaia DR2 806492019492266752,Transit,2013,Ground,6306,0.489,1.010095342
Kepler-21 b,Kepler-21,TIC 121214185,Gaia DR2 2099606483621385216,Transit,2012,Space,6305,0.715,1.010077032
HAT-P-30 b,HAT-P-30,TIC 455135327,Gaia DR2 3096441729861716224,Transit,2011,Ground,6304,0.312,1.01005872
HD 221287 b,HD 221287,TIC 231716612,Gaia DR2 6489603813690967808,Radial Velocity,2007,Ground,6304,0.22,1.01005872
HATS-35 b,HATS-35,TIC 339522221,Gaia DR2 6441034841743467776,Transit,2016,Ground,6300,0.465,1.009985442
HD 169830 c,HD 169830,TIC 53134037,Gaia DR2 4048037707717866880,Radial Velocity,2003,Ground,6299,0.662,1.009967115
Kepler-5 b,Kepler-5,TIC 268823307,Gaia DR2 2079018300195390464,Transit,2009,Space,6297,0.669,1.009930453
HAT-P-2 b,HAT-P-2,TIC 39903405,Gaia DR2 1380825667768742144,Transit,2007,Ground,6290,0.577,1.009802044
HD 132563 b,HD 132563,TIC 284680749,Gaia DR2 1585765117538284800,Radial Velocity,2011,Ground,6289,0.374,1.009783688
HAT-P-50 b,HAT-P-50,TIC 17746821,Gaia DR2 3151961363348862720,Transit,2015,Ground,6280,0.603,1.009618354
KELT-12 b,KELT-12,TIC 116242971,Gaia DR2 4608935250790855296,Transit,2017,Ground,6279,0.892,1.009599968
HATS-65 b,HATS-65,TIC 169504920,Gaia DR2 6766134630213144704,Transit,2018,Ground,6277,0.377,1.009563189
TOI-1333 b,TOI-1333,TIC 395171208,Gaia DR2 1978027916667478656,Transit,2021,Space,6274,0.713,1.009507999
Kepler-410 A b,Kepler-410 A,TIC 164458714,Gaia DR2 2106904148451706752,Transit,2013,Space,6273,0.435,1.009489596
HD 202772 A b,HD 202772 A,TIC 290131778,Gaia DR2 6790773586275235200,Transit,2019,Space,6272,0.971,1.009471191
HD 108147 b,HD 108147,TIC 450491293,Gaia DR2 6053512007260865280,Radial Velocity,2002,Ground,6265,0.286,1.009342269
TOI-892 b,TOI-892,TIC 66561343,Gaia DR2 3010759262610139776,Transit,2020,Space,6261,0.431,1.009268535
TOI-150.01,TOI-150,TIC 271893367,Gaia DR2 5262709709389254528,Transit,2019,Space,6255,0.497,1.009157845
HD 13908 b,HD 13908,TIC 12906712,Gaia DR2 515574853541230720,Radial Velocity,2013,Ground,6255,0.602,1.009157845
HD 13908 c,HD 13908,TIC 12906712,Gaia DR2 515574853541230720,Radial Velocity,2013,Ground,6255,0.602,1.009157845
HD 196885 A b,HD 196885 A,TIC 282257777,Gaia DR2 1754430373040023168,Radial Velocity,2007,Ground,6254,0.38,1.009139387
WASP-72 b,WASP-72,TIC 122612091,Gaia DR2 5065640460769428224,Transit,2012,Ground,6250,0.724,1.009065523
TOI-628 b,TOI-628,TIC 281408474,Gaia DR2 3126717023051258112,Transit,2021,Space,6250,0.394,1.009065523
HD 89744 b,HD 89744,TIC 8154501,Gaia DR2 804739952015901056,Radial Velocity,1999,Ground,6249.16,0.796,1.009050005
KELT-16 b,KELT-16,TIC 236445129,Gaia DR2 1864885215233116032,Transit,2017,Ground,6236,0.401,1.008806626
GJ 504 b,GJ 504,TIC 397587084,Gaia DR2 3732539683617410816,Imaging,2013,Ground,6234,0.332,1.008769594
TOI-1842 b,TOI-1842,TIC 404505029,Gaia DR2 3719927426253118848,Transit,2021,Space,6230,0.74,1.008695493
HD 10647 b,HD 10647,TIC 229137615,Gaia DR2 4912580642524184960,Radial Velocity,2006,Ground,6218,0.149,1.008472904
HD 19994 b,HD 19994,TIC 49845357,Gaia DR2 3265335443260522112,Radial Velocity,2003,Ground,6217,0.58,1.008454336
HD 214823 b,HD 214823,TIC 115779095,Gaia DR2 1889143121789650176,Radial Velocity,2016,Ground,6215,0.638,1.00841719
HATS-55 b,HATS-55,TIC 114299824,Gaia DR2 5592019557950033536,Transit,2019,Ground,6214,0.229,1.008398612
Kepler-8 b,Kepler-8,TIC 123233041,Gaia DR2 2116730994965905280,Transit,2010,Space,6213,0.605,1.008380032
HAT-P-60 b,HAT-P-60,TIC 354469661,Gaia DR2 359678187913760384,Transit,2021,Ground,6212,0.809,1.008361449
HD 86264 b,HD 86264,TIC 348964243,Gaia DR2 5685917541714610688,Radial Velocity,2009,Ground,6210,0.66,1.008324273
OGLE-TR-132 b,OGLE-TR-132,TIC 465144510,Gaia DR2 5241964708164136192,Transit,2004,Ground,6210,0.371,1.008324273
HD 231701 b,HD 231701,TIC 92300251,Gaia DR2 4321678767076043264,Radial Velocity,2007,Ground,6208,0.4,1.008287085
KELT-4 A b,KELT-4 A,TIC 165297570,Gaia DR2 727624020367528576,Transit,2016,Ground,6206,0.535,1.008249885
HD 5278 b,HD 5278,TIC 263003176,Gaia DR2 4617759514501503616,Transit,2021,Space,6203,0.28,1.008194063
HD 5278 c,HD 5278,TIC 263003176,Gaia DR2 4617759514501503616,Radial Velocity,2021,Ground,6203,0.28,1.008194063
EPIC 246851721 b,EPIC 246851721,TIC 411839167,Gaia DR2 3393939026234131584,Transit,2018,Space,6202,0.526,1.00817545
HR 858 b,HR 858,TIC 178155732,Gaia DR2 5064574720469473792,Transit,2019,Space,6201,0.371,1.008156834
HR 858 c,HR 858,TIC 178155732,Gaia DR2 5064574720469473792,Transit,2019,Space,6201,0.371,1.008156834
HR 858 d,HR 858,TIC 178155732,Gaia DR2 5064574720469473792,Transit,2019,Space,6201,0.371,1.008156834
HAT-P-8 b,HAT-P-8,TIC 188876052,Gaia DR2 1891507552824189568,Transit,2008,Ground,6200,0.519,1.008138214
HD 110082 b,HD 110082,TIC 383390264,Gaia DR2 5765748511163751936,Transit,2021,Space,6200,0.281,1.008138214
KOI-94 b,KOI-94,TIC 273231214,Gaia DR2 2076970047474270208,Transit,2013,Space,6182,0.479,1.007802552
KOI-94 c,KOI-94,TIC 273231214,Gaia DR2 2076970047474270208,Transit,2013,Space,6182,0.479,1.007802552
KOI-94 d,KOI-94,TIC 273231214,Gaia DR2 2076970047474270208,Transit,2013,Space,6182,0.479,1.007802552
KOI-94 e,KOI-94,TIC 273231214,Gaia DR2 2076970047474270208,Transit,2013,Space,6182,0.479,1.007802552
HD 205739 b,HD 205739,TIC 270501383,Gaia DR2 6592695123423391616,Radial Velocity,2008,Ground,6176,0.36,1.007690447
Kepler-79 b,Kepler-79,TIC 239306681,Gaia DR2 2076085318570299136,Transit,2012,Space,6174,0.342,1.007653054
Kepler-79 c,Kepler-79,TIC 239306681,Gaia DR2 2076085318570299136,Transit,2012,Space,6174,0.342,1.007653054
Kepler-79 d,Kepler-79,TIC 239306681,Gaia DR2 2076085318570299136,Transit,2014,Space,6174,0.342,1.007653054
Kepler-79 e,Kepler-79,TIC 239306681,Gaia DR2 2076085318570299136,Transit,2014,Space,6174,0.342,1.007653054
Kepler-435 b,Kepler-435,TIC 63211674,Gaia DR2 2125913531966017408,Transit,2015,Space,6161,1.129,1.007409708
HD 149026 b,HD 149026,TIC 255930614,Gaia DR2 1331356474971716992,Radial Velocity,2005,Ground,6160,0.386,1.007390967
HD 25171 b,HD 25171,TIC 237933846,Gaia DR2 4670023700215616768,Radial Velocity,2010,Ground,6160,0.276,1.007390967
HAT-P-16 b,HAT-P-16,TIC 191284318,Gaia DR2 381592313648387200,Transit,2010,Ground,6158,0.294,1.007353478
Kepler-1708 b,Kepler-1708,TIC 272716898,Gaia DR2 2078801971283008128,Transit,2021,Space,6157,0.182,1.007334728
HATS-36 b,HATS-36,TIC 119262291,Gaia DR2 6771542097119292928,Transit,2018,Ground,6149,0.215,1.007184624
K2-34 b,K2-34,TIC 178217113,Gaia DR2 665757593450097920,Transit,2016,Space,6149,0.484,1.007184624
HATS-68 b,HATS-68,TIC 322307342,Gaia DR2 4904279261014267648,Transit,2018,Ground,6147,0.592,1.007147067
Kepler-1514 b,Kepler-1514,TIC 137685450,Gaia DR2 2051866238502437632,Transit,2016,Space,6145,0.328,1.007109498
Kepler-1514 c,Kepler-1514,TIC 137685450,Gaia DR2 2051866238502437632,Transit,2020,Space,6145,0.328,1.007109498
K2-167 b,K2-167,TIC 69747919,Gaia DR2 2594479109451475456,Transit,2018,Space,6141,0.436,1.007034323
HD 40979 b,HD 40979,TIC 440489582,Gaia DR2 961428192989499904,Radial Velocity,2002,Ground,6139,0.291,1.006996718
HD 156846 b,HD 156846,TIC 75673519,Gaia DR2 4122343906051101184,Radial Velocity,2007,Ground,6138,0.697,1.00697791
Qatar-10 b,Qatar-10,TIC 229791084,Gaia DR2 2262322556576778752,Transit,2019,Ground,6124,0.3,1.006714284
HD 159243 b,HD 159243,TIC 348652846,Gaia DR2 4485937214320449280,Radial Velocity,2013,Ground,6123,0.114,1.006695431
HD 159243 c,HD 159243,TIC 348652846,Gaia DR2 4485937214320449280,Radial Velocity,2013,Ground,6123,0.114,1.006695431
HAT-P-46 b,HAT-P-46,TIC 104866616,Gaia DR2 4177560894633502720,Transit,2014,Ground,6120,0.391,1.006638852
HAT-P-29 b,HAT-P-29,TIC 250707118,Gaia DR2 359058441314838528,Transit,2011,Ground,6115,0.283,1.006544492
WASP-103 b,WASP-103,TIC 276754403,Gaia DR2 4439085988769170432,Transit,2014,Ground,6110,0.413,1.006450055
ups And d,ups And,TIC 189576919,Gaia DR2 348020448377061376,Radial Velocity,1999,Ground,6105.51,0.525,1.006365185
KELT-6 b,KELT-6,TIC 165987272,Gaia DR2 1464700950221781504,Transit,2014,Ground,6102,0.493,1.006298795
HD 17156 b,HD 17156,TIC 302773669,Gaia DR2 545560867790611072,Radial Velocity,2007,Ground,6100,0.412,1.006260949
HD 224538 b,HD 224538,TIC 280803137,Gaia DR2 6488009143872441216,Radial Velocity,2016,Ground,6097,0.47,1.006204157
HAT-P-35 b,HAT-P-35,TIC 455096220,Gaia DR2 3094733088793018240,Transit,2011,Ground,6096,0.407,1.00618522
TOI-257 b,TOI-257,TIC 200723869,Gaia DR2 4747624104168195072,Transit,2021,Space,6095,0.636,1.00616628
CoRoT-19 b,CoRoT-19,TIC 42821097,Gaia DR2 3120002649138831360,Transit,2011,Space,6090,0.544,1.006071533
HD 332231 b,HD 332231,TIC 199376584,Gaia DR2 2056007995732413312,Transit,2020,Space,6089,0.305,1.006052574
HAT-P-40 b,HAT-P-40,TIC 199671901,Gaia DR2 1962153854973972096,Transit,2012,Ground,6080,0.778,1.005881805
HAT-P-58 b,HAT-P-58,TIC 9443323,Gaia DR2 277493615044741376,Transit,2021,Ground,6078,0.456,1.005843822
HD 153950 b,HD 153950,TIC 124165580,Gaia DR2 5965406010180880640,Radial Velocity,2008,Ground,6076,0.346,1.005805826
HD 121504 b,HD 121504,TIC 208844024,Gaia DR2 5872266689452551552,Radial Velocity,2003,Ground,6075,0.19,1.005786824
HATS-26 b,HATS-26,TIC 315002523,Gaia DR2 5656896924435896832,Transit,2016,Ground,6071,0.704,1.005710783
HD 209458 b,HD 209458,TIC 420814525,Gaia DR2 1779546757669063552,Radial Velocity,1999,Ground,6065,0.21,1.005596628
HAT-P-31 b,HAT-P-31,TIC 320798691,Gaia DR2 4583004815239650176,Transit,2011,Ground,6065,0.348,1.005596628
HATS-11 b,HATS-11,TIC 11439959,Gaia DR2 6771149120491232768,Transit,2016,Ground,6060,0.403,1.005501412
HATS-42 b,HATS-42,TIC 98283926,Gaia DR2 5603100779728361088,Transit,2018,Ground,6060,0.425,1.005501412
HD 52265 b,HD 52265,TIC 268565917,Gaia DR2 3101382419728401408,Radial Velocity,2000,Ground,6060,0.297,1.005501412
HD 11506 b,HD 11506,TIC 266680498,Gaia DR2 5137855525488932864,Radial Velocity,2007,Ground,6058,0.36,1.005463303
HATS-31 b,HATS-31,TIC 9385460,Gaia DR2 3498553232585634816,Transit,2016,Ground,6050,0.619,1.005310744
HD 145377 b,HD 145377,TIC 68165288,Gaia DR2 6042491773948918656,Radial Velocity,2008,Ground,6046,0.193,1.005234389
HD 142415 b,HD 142415,TIC 342041655,Gaia DR2 5833117718964892928,Radial Velocity,2003,Ground,6045,0.06,1.005215292
pi Men c,HD 39091,TIC 261136679,Gaia DR2 4623036865373793408,Transit,2018,Space,6037,0.16,1.005062404
HD 39091 b,HD 39091,TIC 261136679,Gaia DR2 4623036865373793408,Radial Velocity,2001,Ground,6037,0.16,1.005062404
WASP-73 b,WASP-73,TIC 231670397,Gaia DR2 6453566701615683456,Transit,2014,Ground,6036,0.716,1.005043279
HD 148164 b,HD 148164,TIC 323319664,Gaia DR2 4459907547841472128,Radial Velocity,2018,Ground,6032,0.33,1.004966746
HD 148164 c,HD 148164,TIC 323319664,Gaia DR2 4459907547841472128,Radial Velocity,2018,Ground,6032,0.33,1.004966746
HD 8574 b,HD 8574,TIC 18121498,Gaia DR2 297045096447719040,Radial Velocity,2002,Ground,6031,0.376,1.004947605
HD 11506 c,HD 11506,TIC 266680498,Gaia DR2 5137855525488932864,Radial Velocity,2008,Ground,6030,0.337,1.004928461
HD 7449 b,HD 7449,TIC 248381971,Gaia DR2 2482820714353923072,Radial Velocity,2011,Ground,6024,0.083,1.004813529
HD 16175 b,HD 16175,TIC 422922274,Gaia DR2 340028235795364864,Radial Velocity,2009,Ground,6022,0.508,1.004775193
HD 196067 b,HD 196067,TIC 327303574,Gaia DR2 6369544118965772416,Radial Velocity,2012,Ground,6017,0.572,1.004679297
HD 55696 b,HD 55696,TIC 22598327,Gaia DR2 5565208310497615232,Radial Velocity,2018,Ground,6012,0.43,1.004583321
HATS-52 b,HATS-52,TIC 19684256,Gaia DR2 5631530950664938240,Transit,2017,Ground,6010,0.068,1.004544908
HD 191806 b,HD 191806,TIC 294684871,Gaia DR2 2088526979830768512,Radial Velocity,2016,Ground,6010,0.348,1.004544908
Qatar-3 b,Qatar-3,TIC 291751373,Gaia DR2 2878641361300809856,Transit,2017,Ground,6007,0.279,1.004487265
HD 50554 b,HD 50554,TIC 80224448,Gaia DR2 3380479015342121600,Radial Velocity,2002,Ground,6007,0.175,1.004487265
KELT-15 b,KELT-15,TIC 268644785,Gaia DR2 5489780919480009472,Transit,2016,Ground,6003,0.412,1.004410363
HAT-P-66 b,HAT-P-66,TIC 137881699,Gaia DR2 852608874351434752,Transit,2016,Ground,6002,0.615,1.00439113
HAT-P-32 b,HAT-P-32,TIC 292152376,Gaia DR2 356348286886230272,Transit,2011,Ground,6001,0.338,1.004371893
HD 117618 b,HD 117618,TIC 243194645,Gaia DR2 6083860761505899904,Radial Velocity,2004,Ground,5995.71,0.213,1.004270077
TOI-1789 b,TOI-1789,TIC 172518755,Gaia DR2 646125297938578944,Transit,2021,Space,5991,0.736,1.004179349
HATS-50 b,HATS-50,TIC 301031110,Gaia DR2 6850309426503755520,Transit,2017,Ground,5990,0.143,1.004160077
Kepler-289 b,Kepler-289,TIC 273234825,Gaia DR2 2078515170549178880,Transit,2014,Space,5990,0.061,1.004160077
Kepler-289 c,Kepler-289,TIC 273234825,Gaia DR2 2078515170549178880,Transit,2014,Space,5990,0.061,1.004160077
Kepler-289 d,Kepler-289,TIC 273234825,Gaia DR2 2078515170549178880,Transit,2014,Space,5990,0.061,1.004160077
HD 190984 b,HD 190984,TIC 466222634,Gaia DR2 6429295051154269440,Radial Velocity,2009,Ground,5988,0.43,1.004121523
HD 23596 b,HD 23596,TIC 201266092,Gaia DR2 224870885460646016,Radial Velocity,2003,Ground,5982,0.458,1.004005785
HD 213885 b,HD 213885,TIC 403224672,Gaia DR2 6407428994690988928,Transit,2019,Space,5978,0.139,1.003928561
HD 213885 c,HD 213885,TIC 403224672,Gaia DR2 6407428994690988928,Radial Velocity,2019,Ground,5978,0.139,1.003928561
Kepler-434 b,Kepler-434,TIC 270611401,Gaia DR2 2077823440291891840,Transit,2015,Space,5977,0.33,1.003909247
HD 74156 b,HD 74156,TIC 379949822,Gaia DR2 582221750852254080,Radial Velocity,2003,Ground,5977,0.401,1.003909247
HD 93385 b,HD 93385,TIC 106900981,Gaia DR2 5391813299572883456,Radial Velocity,2021,Ground,5977,0.207,1.003909247
HD 93385 c,HD 93385,TIC 106900981,Gaia DR2 5391813299572883456,Radial Velocity,2021,Ground,5977,0.207,1.003909247
HD 93385 d,HD 93385,TIC 106900981,Gaia DR2 5391813299572883456,Radial Velocity,2021,Ground,5977,0.207,1.003909247
HAT-P-1 b,HAT-P-1,TIC 346338552,Gaia DR2 1928431764627661440,Transit,2006,Ground,5975,0.17,1.00387061
HD 147873 b,HD 147873,TIC 211080657,Gaia DR2 6024733935303422208,Radial Velocity,2016,Ground,5972,0.777,1.003812629
HD 147873 c,HD 147873,TIC 211080657,Gaia DR2 6024733935303422208,Radial Velocity,2016,Ground,5972,0.777,1.003812629
CoRoTID 223977153 b,CoRoTID 223977153,TIC 220323515,Gaia DR2 3326541506073371776,Transit,2017,Space,5970,-0.155,1.003773959
HD 217786 b,HD 217786,TIC 248048656,Gaia DR2 2650902026099857920,Radial Velocity,2011,Ground,5966,0.276,1.00369658
HD 134060 b,HD 134060,TIC 454901855,Gaia DR2 5876112300125320448,Radial Velocity,2019,Ground,5966,0.158,1.00369658
HD 134060 c,HD 134060,TIC 454901855,Gaia DR2 5876112300125320448,Radial Velocity,2019,Ground,5966,0.158,1.00369658
HAT-P-5 b,HAT-P-5,TIC 76419763,Gaia DR2 4606030169272920320,Transit,2007,Ground,5960,0.187,1.003580414
