pl_name,hostname,tic_id,gaia_id,discoverymethod,disc_year,disc_locale,st_temp,st_log_luminosity_sun,st_log_temp
HD 189733 b,HD 189733,TIC 256364928,Gaia DR2 1827242816201846144,Radial Velocity,2005,Ground,5050,-0.465,0.98445252
HD 1502 b,HD 1502,TIC 303193565,Gaia DR2 2768172019308167296,Radial Velocity,2011,Ground,5049,1.064,0.984429657
HD 18742 b,HD 18742,TIC 71345433,Gaia DR2 5079636934554540160,Radial Velocity,2011,Ground,5048,1.143,0.984406789
HD 73534 b,HD 73534,TIC 21285884,Gaia DR2 603083781399095936,Radial Velocity,2008,Ground,5041,0.522,0.984246586
HD 202696 b,HD 202696,TIC 25346878,Gaia DR2 1847742385838236416,Radial Velocity,2019,Ground,5040,1.369,0.984223681
HD 202696 c,HD 202696,TIC 25346878,Gaia DR2 1847742385838236416,Radial Velocity,2019,Ground,5040,1.369,0.984223681
HD 181342 b,HD 181342,TIC 12192000,Gaia DR2 6770761168986617600,Radial Velocity,2009,Ground,5040,1.176,0.984223681
HD 22532 b,HD 22532,TIC 200851704,Gaia DR2 4832768399133598080,Radial Velocity,2022,Ground,5038,1.274,0.984177859
HD 4313 b,HD 4313,TIC 405228516,Gaia DR2 2557541493057378048,Radial Velocity,2009,Ground,5035,1.149,0.984109092
HD 180902 b,HD 180902,TIC 11782681,Gaia DR2 6770721346051487872,Radial Velocity,2009,Ground,5030,0.973,0.983994388
HIP 97233 b,HIP 97233,TIC 251662732,Gaia DR2 4238527753544691712,Radial Velocity,2014,Ground,5020,1.204,0.983764638
HD 330075 b,HD 330075,TIC 275786473,Gaia DR2 5982775854377691136,Radial Velocity,2004,Ground,5017,-0.33,0.983695624
BD+14 4559 b,BD+14 4559,TIC 230183006,Gaia DR2 1759623813132980864,Radial Velocity,2009,Ground,5008,-0.32,0.983488333
HD 95089 b,HD 95089,TIC 345078350,Gaia DR2 3808410933735817472,Radial Velocity,2009,Ground,5002,1.13,0.983349932
HIP 65891 b,HIP 65891,TIC 68418284,Gaia DR2 5870273893372957440,Radial Velocity,2015,Ground,5000,1.65,0.983303762
HD 93083 b,HD 93083,TIC 54237857,Gaia DR2 5450573881018549760,Radial Velocity,2005,Ground,4995,-0.387,0.983188255
BD+60 1417 b,BD+60 1417,TIC 159527171,Gaia DR2 1579929906250111232,Imaging,2021,Space,4993,0.356,0.98314202
HD 98219 b,HD 98219,TIC 437246853,Gaia DR2 3534621989981179520,Radial Velocity,2011,Ground,4992,1.049,0.983118895
HAT-P-19 b,HAT-P-19,TIC 267650535,Gaia DR2 365426679516816512,Transit,2010,Ground,4990,-0.432,0.983072632
HATS-7 b,HATS-7,TIC 220029715,Gaia DR2 6288858347945925504,Transit,2015,Ground,4985,-0.434,0.982956894
HIP 67537 b,HIP 67537,TIC 166526615,Gaia DR2 6114034246789494528,Radial Velocity,2017,Ground,4985,1.617,0.982956894
HD 30856 b,HD 30856,TIC 612908,Gaia DR2 4893980371818915456,Radial Velocity,2011,Ground,4982,0.996,0.982887395
HD 87883 b,HD 87883,TIC 407591082,Gaia DR2 747266452000257280,Radial Velocity,2009,Ground,4980,-0.498,0.982841039
18 Del b,18 Del,TIC 354489950,Gaia DR2 1756741374681702784,Radial Velocity,2008,Ground,4979,1.602,0.982817854
6 Lyn b,6 Lyn,TIC 444865362,Gaia DR2 1004358968092652544,Radial Velocity,2008,Ground,4978,1.176,0.982794664
K2-77 b,K2-77,TIC 435339847,Gaia DR2 37619725922094336,Transit,2016,Space,4970,-0.5,0.98260898
V1298 Tau b,V1298 Tau,TIC 15756231,Gaia DR2 51886335968692480,Transit,2019,Space,4970,-0.03,0.98260898
TOI-942 c,TOI-942,TIC 146520535,Gaia DR2 2974906868489280768,Transit,2020,Space,4969,-0.359,0.982585748
HD 210702 b,HD 210702,TIC 456826468,Gaia DR2 1775004778213735168,Radial Velocity,2007,Ground,4967,1.149,0.982539271
HD 181433 b,HD 181433,TIC 410399074,Gaia DR2 6434153380720177664,Radial Velocity,2008,Ground,4962,-0.511,0.982422996
HD 181433 c,HD 181433,TIC 410399074,Gaia DR2 6434153380720177664,Radial Velocity,2008,Ground,4962,-0.511,0.982422996
HD 181433 d,HD 181433,TIC 410399074,Gaia DR2 6434153380720177664,Radial Velocity,2008,Ground,4962,-0.511,0.982422996
HD 155233 b,HD 155233,TIC 101555167,Gaia DR2 4116106136072676608,Radial Velocity,2015,Ground,4960,1.129,0.982376454
HD 4732 b,HD 4732,TIC 63905972,Gaia DR2 2345744256120965504,Radial Velocity,2012,Ground,4959,1.19,0.982353175
HD 4732 c,HD 4732,TIC 63905972,Gaia DR2 2345744256120965504,Radial Velocity,2012,Ground,4959,1.19,0.982353175
HD 5319 c,HD 5319,TIC 344627954,Gaia DR2 2537319343919089024,Radial Velocity,2014,Ground,4958,0.908,0.982329892
HD 108863 b,HD 108863,TIC 371621400,Gaia DR2 3952692457305436800,Radial Velocity,2011,Ground,4956,1.225,0.982283312
WASP-53 b,WASP-53,TIC 268766053,Gaia DR2 5136559128264765184,Transit,2017,Ground,4953,-0.463,0.982213406
WASP-53 c,WASP-53,TIC 268766053,Gaia DR2 5136559128264765184,Radial Velocity,2017,Ground,4953,-0.463,0.982213406
HD 116029 b,HD 116029,TIC 305837711,Gaia DR2 1446584503287858560,Radial Velocity,2011,Ground,4951,1.053,0.982166779
K2-233 b,K2-233,TIC 428820090,Gaia DR2 6253186686054822784,Transit,2018,Space,4950,-0.523,0.982143458
K2-233 c,K2-233,TIC 428820090,Gaia DR2 6253186686054822784,Transit,2018,Space,4950,-0.523,0.982143458
HD 177830 b,HD 177830,TIC 265052133,Gaia DR2 2035963417721248128,Radial Velocity,1999,Ground,4949,0.685,0.982120133
HD 177830 c,HD 177830,TIC 265052133,Gaia DR2 2035963417721248128,Radial Velocity,2010,Ground,4949,0.685,0.982120133
HIP 107773 b,HIP 107773,TIC 406320735,Gaia DR2 6402076022332085760,Radial Velocity,2015,Ground,4945,1.87,0.982026784
BD+49 828 b,BD+49 828,TIC 116376059,Gaia DR2 439327501725338752,Radial Velocity,2015,Ground,4943,1.47,0.981980081
HD 99706 b,HD 99706,TIC 148680230,Gaia DR2 784227772318969472,Radial Velocity,2011,Ground,4932,1.188,0.981722877
HD 176986 b,HD 176986,TIC 39554091,Gaia DR2 4199396753205879040,Radial Velocity,2017,Ground,4931,-0.48,0.981699467
HD 176986 c,HD 176986,TIC 39554091,Gaia DR2 4199396753205879040,Radial Velocity,2017,Ground,4931,-0.48,0.981699467
TOI-942 b,TOI-942,TIC 146520535,Gaia DR2 2974906868489280768,Transit,2020,Space,4928,-0.369,0.981629206
HD 131496 b,HD 131496,TIC 267365022,Gaia DR2 1236429004715336576,Radial Velocity,2011,Ground,4927,0.991,0.981605777
Kepler-62 b,Kepler-62,TIC 164458488,Gaia DR2 2107001283431633408,Transit,2013,Space,4925,-0.678,0.981558903
Kepler-62 c,Kepler-62,TIC 164458488,Gaia DR2 2107001283431633408,Transit,2013,Space,4925,-0.678,0.981558903
Kepler-62 d,Kepler-62,TIC 164458488,Gaia DR2 2107001283431633408,Transit,2013,Space,4925,-0.678,0.981558903
Kepler-62 e,Kepler-62,TIC 164458488,Gaia DR2 2107001283431633408,Transit,2013,Space,4925,-0.678,0.981558903
Kepler-62 f,Kepler-62,TIC 164458488,Gaia DR2 2107001283431633408,Transit,2013,Space,4925,-0.678,0.981558903
K2-114 b,K2-114,TIC 366576758,Gaia DR2 602494855483616256,Transit,2017,Space,4920,-0.445,0.981441637
HD 75784 b,HD 75784,TIC 46310554,Gaia DR2 608182831000585728,Radial Velocity,2014,Ground,4917,0.756,0.981371219
HD 180314 b,HD 180314,TIC 392658786,Gaia DR2 2042983077905233792,Radial Velocity,2010,Ground,4917,1.643,0.981371219
K2-36 b,K2-36,TIC 363445121,Gaia DR2 3811989156889528320,Transit,2016,Space,4916,-0.57,0.981347737
K2-36 c,K2-36,TIC 363445121,Gaia DR2 3811989156889528320,Transit,2016,Space,4916,-0.57,0.981347737
HD 219134 g,HD 219134,TIC 283722336,Gaia DR2 2009481748875806976,Radial Velocity,2015,Ground,4913,-0.509,0.981277262
HD 10442 b,HD 10442,TIC 380908091,Gaia DR2 2560311854337920000,Radial Velocity,2014,Ground,4912,0.31,0.981253761
HD 5891 b,HD 5891,TIC 243146568,Gaia DR2 2788816827588309120,Radial Velocity,2011,Ground,4907,1.595,0.981136184
eps Tau b,eps Tau,TIC 17554529,Gaia DR2 48026706557926528,Radial Velocity,2006,Ground,4901,1.987,0.980994933
HD 158038 b,HD 158038,TIC 313709116,Gaia DR2 4574156834713113600,Radial Velocity,2011,Ground,4897,1.076,0.980900669
24 Boo b,24 Boo,TIC 441712711,Gaia DR2 1603662211901473408,Radial Velocity,2018,Ground,4893,1.774,0.980806329
HD 120084 b,HD 120084,TIC 284181945,Gaia DR2 1715055487257379968,Radial Velocity,2013,Ground,4892,1.64,0.980782731
HIP 75092 b,HIP 75092,TIC 225884682,Gaia DR2 6214741299913205888,Radial Velocity,2021,Ground,4891,1.02,0.980759129
Kepler-167 b,Kepler-167,TIC 137686948,Gaia DR2 2051933102555095936,Transit,2014,Space,4890,-0.57,0.980735523
Kepler-167 c,Kepler-167,TIC 137686948,Gaia DR2 2051933102555095936,Transit,2014,Space,4890,-0.57,0.980735523
Kepler-167 d,Kepler-167,TIC 137686948,Gaia DR2 2051933102555095936,Transit,2016,Space,4890,-0.57,0.980735523
Kepler-167 e,Kepler-167,TIC 137686948,Gaia DR2 2051933102555095936,Transit,2016,Space,4890,-0.57,0.980735523
HIP 67851 b,HIP 67851,TIC 111947706,Gaia DR2 6169943210465504384,Radial Velocity,2015,Ground,4890,1.244,0.980735523
nu Oph b,nu Oph,TIC 9815387,Gaia DR2 4164319171169516160,Radial Velocity,2012,Ground,4886,2.039,0.980641047
nu Oph c,nu Oph,TIC 9815387,Gaia DR2 4164319171169516160,Radial Velocity,2012,Ground,4886,2.039,0.980641047
HD 99283 b,HD 99283,TIC 341687229,Gaia DR2 844058831415683712,Radial Velocity,2021,Ground,4886,1.81,0.980641047
HD 111591 b,HD 111591,TIC 954124944,Gaia DR2 3955257343054729984,Radial Velocity,2017,Ground,4884,1.581,0.98059378
HIP 90988 b,HIP 90988,TIC 404598466,Gaia DR2 6703673951620872192,Radial Velocity,2021,Ground,4883,0.89,0.980570139
K2-132 b,K2-132,TIC 152852327,Gaia DR2 3582339626395387264,Transit,2017,Space,4878,0.943,0.980451863
HD 142245 b,HD 142245,TIC 172607132,Gaia DR2 1193193836691820032,Radial Velocity,2011,Ground,4878,1.13,0.980451863
HD 104985 b,HD 104985,TIC 160224839,Gaia DR2 1693159194226600192,Radial Velocity,2003,Ground,4877,1.778,0.980428194
HD 27894 b,HD 27894,TIC 396697266,Gaia DR2 4678605152248591488,Radial Velocity,2005,Ground,4875,-0.449,0.980380839
HD 128356 b,HD 128356,TIC 1056530200,Gaia DR2 6223838830917236224,Radial Velocity,2016,Ground,4875,-0.444,0.980380839
HD 206610 b,HD 206610,TIC 333314269,Gaia DR2 2667434008056899712,Radial Velocity,2009,Ground,4874,1.276,0.980357155
HD 40956 b,HD 40956,TIC 71099944,Gaia DR2 1008018211509401728,Radial Velocity,2017,Ground,4869,1.664,0.980238661
HD 40307 b,HD 40307,TIC 374859347,Gaia DR2 4758877919212831104,Radial Velocity,2009,Ground,4867.44,-0.585,0.980201665
HD 40307 c,HD 40307,TIC 374859347,Gaia DR2 4758877919212831104,Radial Velocity,2009,Ground,4867.44,-0.585,0.980201665
HD 40307 d,HD 40307,TIC 374859347,Gaia DR2 4758877919212831104,Radial Velocity,2009,Ground,4867.44,-0.585,0.980201665
HD 40307 f,HD 40307,TIC 374859347,Gaia DR2 4758877919212831104,Radial Velocity,2013,Ground,4867.44,-0.585,0.980201665
HD 40307 g,HD 40307,TIC 374859347,Gaia DR2 4758877919212831104,Radial Velocity,2013,Ground,4867.44,-0.585,0.980201665
HD 75784 c,HD 75784,TIC 46310554,Gaia DR2 608182831000585728,Radial Velocity,2018,Ground,4867,0.77,0.980191229
HD 47366 b,HD 47366,TIC 443578538,Gaia DR2 2951804033248308480,Radial Velocity,2016,Ground,4866,1.417,0.980167505
HD 47366 c,HD 47366,TIC 443578538,Gaia DR2 2951804033248308480,Radial Velocity,2016,Ground,4866,1.417,0.980167505
HD 79181 b,HD 79181,TIC 229846907,Gaia DR2 5679582499313038080,Radial Velocity,2021,Ground,4862,1.79,0.980072564
HD 33844 b,HD 33844,TIC 169534187,Gaia DR2 2986593268342544768,Radial Velocity,2015,Ground,4861,1.149,0.980048816
HD 33844 c,HD 33844,TIC 169534187,Gaia DR2 2986593268342544768,Radial Velocity,2015,Ground,4861,1.149,0.980048816
HD 100655 b,HD 100655,TIC 156942082,Gaia DR2 3979226627820659072,Radial Velocity,2011,Ground,4861,1.633,0.980048816
HD 208897 b,HD 208897,TIC 423862056,Gaia DR2 1779772947826839808,Radial Velocity,2017,Ground,4860,1.09,0.980025063
HD 5608 b,HD 5608,TIC 53873088,Gaia DR2 362706006713454208,Radial Velocity,2012,Ground,4854,1.179,0.979882445
HD 156668 b,HD 156668,TIC 257715493,Gaia DR2 4575374857376398976,Radial Velocity,2010,Ground,4850,0.23,0.979787269
HIP 74890 b,HIP 74890,TIC 148153804,Gaia DR2 6004107513791584512,Radial Velocity,2016,Ground,4850,1.215,0.979787269
75 Cet b,75 Cet,TIC 251095345,Gaia DR2 2500064286492779264,Radial Velocity,2012,Ground,4846,1.73,0.979692013
HD 29399 b,HD 29399,TIC 38828538,Gaia DR2 4675576135153914368,Radial Velocity,2022,Ground,4845,1.002,0.979668187
HD 2952 b,HD 2952,TIC 452910671,Gaia DR2 418206501834841600,Radial Velocity,2013,Ground,4844,1.85,0.979644356
HD 69123 b,HD 69123,TIC 146264536,Gaia DR2 5544699390684005248,Radial Velocity,2022,Ground,4842,1.47,0.97959668
HD 63454 b,HD 63454,TIC 278380701,Gaia DR2 5209903017765189760,Radial Velocity,2005,Ground,4841,-0.592,0.979572834
HD 10975 b,HD 10975,TIC 28763463,Gaia DR2 343449606741529728,Radial Velocity,2021,Ground,4840,1.79,0.979548983
ups Leo b,ups Leo,TIC 49430557,Gaia DR2 3794167001116433152,Radial Velocity,2021,Ground,4836,1.8,0.979453531
HD 219139 b,HD 219139,TIC 423269863,Gaia DR2 2810597431380568448,Radial Velocity,2021,Ground,4831,1.795,0.979334105
HD 102329 b,HD 102329,TIC 325254372,Gaia DR2 3895948101012579456,Radial Velocity,2011,Ground,4830,1.292,0.979310205
HD 5583 b,HD 5583,TIC 53848538,Gaia DR2 363012289421389056,Radial Velocity,2016,Ground,4830,1.61,0.979310205
HD 162020 b,HD 162020,TIC 367987991,Gaia DR2 5957920668132624256,Radial Velocity,2002,Ground,4830,-0.602,0.979310205
HIP 63242 b,HIP 63242,TIC 437310271,Gaia DR2 5858576597131420288,Radial Velocity,2013,Ground,4830,1.63,0.979310205
7 CMa b,7 CMa,TIC 48237215,Gaia DR2 2939555954747554176,Radial Velocity,2011,Ground,4826,1.063,0.979214555
7 CMa c,7 CMa,TIC 48237215,Gaia DR2 2939555954747554176,Radial Velocity,2019,Ground,4826,1.063,0.979214555
HIP 114933 b,HIP 114933,TIC 9007224,Gaia DR2 2386410312150368256,Radial Velocity,2021,Ground,4823,1.14,0.979142766
gam Lib b,gam Lib,TIC 386935627,Gaia DR2 6265374394490149248,Radial Velocity,2018,Ground,4822,1.85,0.979118826
gam Lib c,gam Lib,TIC 386935627,Gaia DR2 6265374394490149248,Radial Velocity,2018,Ground,4822,1.85,0.979118826
Kepler-1544 b,Kepler-1544,TIC 28090925,Gaia DR2 2086784185178032384,Transit,2016,Space,4820,-0.606,0.979070932
HD 219415 b,HD 219415,TIC 323819453,Gaia DR2 2009255593080688640,Radial Velocity,2012,Ground,4820,0.62,0.979070932
HD 218566 b,HD 218566,TIC 278952345,Gaia DR2 2638410646295370880,Radial Velocity,2010,Ground,4820,-0.452,0.979070932
K2-101 b,K2-101,TIC 175265494,Gaia DR2 661004400386393984,Transit,2016,Space,4819,-0.595,0.979046977
HD 14067 b,HD 14067,TIC 246937460,Gaia DR2 101040381244467968,Radial Velocity,2014,Ground,4815,1.898,0.978951109
HIP 5158 b,HIP 5158,TIC 268634769,Gaia DR2 2351405057377686272,Radial Velocity,2009,Ground,4813,-0.561,0.978903145
HIP 5158 c,HIP 5158,TIC 268634769,Gaia DR2 2351405057377686272,Radial Velocity,2011,Ground,4813,-0.561,0.978903145
14 And b,14 And,TIC 333225860,Gaia DR2 1920113512486282240,Radial Velocity,2008,Ground,4813,1.763,0.978903145
Kepler-1653 b,Kepler-1653,TIC 184561612,,Transit,2017,Space,4807,-0.636,0.978759133
TYC 1422-614-1 b,TYC 1422-614-1,TIC 95361265,Gaia DR2 625078240201245568,Radial Velocity,2014,Ground,4806,1.35,0.978735114
TYC 1422-614-1 c,TYC 1422-614-1,TIC 95361265,Gaia DR2 625078240201245568,Radial Velocity,2014,Ground,4806,1.35,0.978735114
HD 222076 b,HD 222076,TIC 325178933,Gaia DR2 6386468454774591744,Radial Velocity,2016,Ground,4806,0.929,0.978735114
HD 86950 b,HD 86950,TIC 332711151,Gaia DR2 5673523262530712832,Radial Velocity,2016,Ground,4805,1.56,0.978711089
HIP 67851 c,HIP 67851,TIC 111947706,Gaia DR2 6169943210465504384,Radial Velocity,2015,Ground,4805,1.207,0.978711089
HD 114386 b,HD 114386,TIC 124306858,Gaia DR2 6166971574132849792,Radial Velocity,2003,Ground,4804,-0.54,0.97868706
HAT-P-18 b,HAT-P-18,TIC 21744120,Gaia DR2 1334573817793362560,Transit,2010,Ground,4803,-0.569,0.978663026
HATS-22 b,HATS-22,TIC 14661418,Gaia DR2 3483606402800185728,Transit,2017,Ground,4803,-0.646,0.978663026
WASP-11 b,WASP-11,TIC 85593751,Gaia DR2 123376685084303360,Transit,2008,Ground,4800,0,0.978590892
BD+15 2940 b,BD+15 2940,TIC 393702609,Gaia DR2 1193071962699902336,Radial Velocity,2013,Ground,4796,2.01,0.978494645
HD 20868 b,HD 20868,TIC 142851295,Gaia DR2 5053536074700031616,Radial Velocity,2008,Ground,4795,-0.529,0.97847057
HD 233604 b,HD 233604,TIC 150184553,Gaia DR2 1023492257121204352,Radial Velocity,2013,Ground,4791,1.75,0.978374222
kap CrB b,kap CrB,TIC 334753043,Gaia DR2 1372702716380418688,Radial Velocity,2007,Ground,4788,1.084,0.978301908
HD 161178 b,HD 161178,TIC 441797545,Gaia DR2 1651497186822868224,Radial Velocity,2021,Ground,4786,1.751,0.978253673
81 Cet b,81 Cet,TIC 35725282,Gaia DR2 2495420602212048640,Radial Velocity,2008,Ground,4785,1.778,0.978229549
HAT-P-11 b,HAT-P-11,TIC 28230919,Gaia DR2 2086512227851023872,Transit,2008,Ground,4780,-0.585,0.978108849
xi Aql b,xi Aql,TIC 375464367,Gaia DR2 4298361114750843904,Radial Velocity,2007,Ground,4780,1.839,0.978108849
HIP 105854 b,HIP 105854,TIC 129649472,Gaia DR2 6583094222249556224,Radial Velocity,2014,Ground,4780,1.67,0.978108849
TYC 3318-01333-1 b,TYC 3318-01333-1,TIC 116376087,Gaia DR2 439327810962983424,Radial Velocity,2018,Ground,4776,1.21,0.978012198
HD 360 b,HD 360,TIC 37652064,Gaia DR2 2429415922764859392,Radial Velocity,2021,Ground,4770,1.742,0.97786707
ome Ser b,ome Ser,TIC 272677041,Gaia DR2 4423234230853333632,Radial Velocity,2013,Ground,4770,1.85,0.97786707
HD 238914 b,HD 238914,TIC 359558085,Gaia DR2 2154807121292791040,Radial Velocity,2018,Ground,4769,1.85,0.977842864
HIP 56640 b,HIP 56640,TIC 181152368,Gaia DR2 5386076013538356992,Radial Velocity,2021,Ground,4769,1.05,0.977842864
HD 25723 b,HD 25723,TIC 136888305,Gaia DR2 3188967248247014784,Radial Velocity,2020,Ground,4766,1.944,0.977770217
HD 1605 b,HD 1605,TIC 57983992,Gaia DR2 2862328869351558272,Radial Velocity,2015,Ground,4757,0.82,0.977551999
HD 1605 c,HD 1605,TIC 57983992,Gaia DR2 2862328869351558272,Radial Velocity,2015,Ground,4757,0.82,0.977551999
TOI-1807 b,TOI-1807,TIC 180695581,Gaia DR2 1476485996883837184,Transit,2021,Space,4757,-0.671,0.977551999
HD 145457 b,HD 145457,TIC 236339228,Gaia DR2 1315900158983769472,Radial Velocity,2010,Ground,4757,1.655,0.977551999
HD 81688 b,HD 81688,TIC 105438311,Gaia DR2 818464227945910016,Radial Velocity,2007,Ground,4753,1.857,0.977454881
omi CrB b,omi CrB,TIC 357502856,Gaia DR2 1275235752223276288,Radial Velocity,2012,Ground,4749,1.709,0.977357681
YSES 2 b,YSES 2,TIC 295777692,Gaia DR2 5236792880333011968,Imaging,2021,Ground,4749,-0.185,0.977357681
Kepler-1593 b,Kepler-1593,TIC 239306899,Gaia DR2 2076087964270165632,Transit,2016,Space,4745,-0.652,0.977260399
11 Com b,11 Com,TIC 72437047,Gaia DR2 3946945413106333696,Radial Velocity,2007,Ground,4742,2.243,0.977187384
gam Psc b,gam Psc,TIC 262691761,Gaia DR2 2658974606110545536,Radial Velocity,2021,Ground,4742,1.766,0.977187384
HD 99492 b,HD 99492,TIC 363549734,Gaia DR2 3812355294261019904,Radial Velocity,2004,Ground,4740,-0.379,0.977138681
TOI-1064 b,TOI-1064,TIC 79748331,Gaia DR2 6683371847364921088,Transit,2022,Space,4734,-0.623,0.97699245
TOI-1064 c,TOI-1064,TIC 79748331,Gaia DR2 6683371847364921088,Transit,2022,Space,4734,-0.623,0.97699245
NGTS-6 b,NGTS-6,TIC 1528696,Gaia DR2 4875693023844840448,Transit,2019,Ground,4730,-0.592,0.97689486
HD 96992 b,HD 96992,TIC 88704251,Gaia DR2 779018698542966272,Radial Velocity,2021,Ground,4725,1.47,0.976772756
Kepler-443 b,Kepler-443,TIC 299030246,Gaia DR2 2132699137916968576,Transit,2015,Space,4723,-0.664,0.976723878
Wolf 503 b,Wolf 503,TIC 187278212,Gaia DR2 3620325206217720320,Transit,2018,Space,4716,-0.644,0.976552643
BD-17 63 b,BD-17 63,TIC 75377076,Gaia DR2 2367734656180397952,Radial Velocity,2008,Ground,4714,-0.678,0.976503672
HD 219134 b,HD 219134,TIC 283722336,Gaia DR2 2009481748875806976,Radial Velocity,2015,Ground,4699,-0.577,0.976135725
HD 219134 c,HD 219134,TIC 283722336,Gaia DR2 2009481748875806976,Radial Velocity,2015,Ground,4699,-0.577,0.976135725
HD 219134 d,HD 219134,TIC 283722336,Gaia DR2 2009481748875806976,Radial Velocity,2015,Ground,4699,-0.577,0.976135725
HD 219134 f,HD 219134,TIC 283722336,Gaia DR2 2009481748875806976,Radial Velocity,2015,Ground,4699,-0.577,0.976135725
HD 219134 h,HD 219134,TIC 283722336,Gaia DR2 2009481748875806976,Radial Velocity,2015,Ground,4699,-0.577,0.976135725
HD 76920 b,HD 76920,TIC 302372658,Gaia DR2 5224124307320401024,Radial Velocity,2017,Ground,4698,1.38,0.976111154
K2-102 b,K2-102,TIC 175262071,Gaia DR2 661310756111835392,Transit,2016,Space,4695,-0.657,0.976037408
HD 173416 b,HD 173416,TIC 157951225,Gaia DR2 2096524140211914368,Radial Velocity,2008,Ground,4683,1.892,0.975741952
TYC 0434-04538-1 b,TYC 0434-04538-1,TIC 398118692,Gaia DR2 4468259369457276672,Radial Velocity,2021,Ground,4679,1.67,0.975643299
HIP 8541 b,HIP 8541,TIC 231019255,Gaia DR2 4912062772547406976,Radial Velocity,2016,Ground,4670,1.405,0.975421019
HATS-72 b,HATS-72,TIC 188570092,Gaia DR2 2594869603582993792,Transit,2020,Ground,4656.1,-0.659,0.975076879
Kepler-436 b,Kepler-436,TIC 185408817,Gaia DR2 2081897989863673216,Transit,2015,Space,4651,-0.701,0.974950353
HAT-P-12 b,HAT-P-12,TIC 198108326,Gaia DR2 1499514786891168640,Transit,2009,Ground,4650,-0.678,0.974925528
BD+15 2375 b,BD+15 2375,TIC 82604982,Gaia DR2 3924009634910406912,Radial Velocity,2016,Ground,4649,1.57,0.974900698
GJ 143 b,GJ 143,TIC 279741379,Gaia DR2 4673947174316727040,Transit,2019,Space,4640,-0.686,0.974676983
HD 21749 c,GJ 143,TIC 279741379,Gaia DR2 4673947174316727040,Transit,2019,Space,4640,-0.686,0.974676983
HIP 57274 b,HIP 57274,TIC 5078530,Gaia DR2 4021079911593673600,Radial Velocity,2011,Ground,4640,0.19,0.974676983
HIP 57274 c,HIP 57274,TIC 5078530,Gaia DR2 4021079911593673600,Radial Velocity,2011,Ground,4640,0.19,0.974676983
HIP 57274 d,HIP 57274,TIC 5078530,Gaia DR2 4021079911593673600,Radial Velocity,2011,Ground,4640,0.19,0.974676983
HD 216536 b,HD 216536,TIC 154487334,Gaia DR2 1935534781542402176,Radial Velocity,2015,Ground,4639,1.8,0.974652099
TAP 26 b,TAP 26,TIC 435907158,Gaia DR2 47316005432912256,Radial Velocity,2017,Ground,4620,-0.25,0.974178281
HD 190007 b,HD 190007,TIC 345217789,Gaia DR2 4247023886053586304,Radial Velocity,2020,Ground,4610,-0.68,0.97392812
TOI-824 b,TOI-824,TIC 193641523,Gaia DR2 5880886001621564928,Transit,2020,Space,4600,-0.71,0.973677416
K2-141 c,K2-141,TIC 301235044,Gaia DR2 2643952940813536768,Transit,2018,Space,4599,-0.75,0.973652315
HAT-P-20 b,HAT-P-20,TIC 26826078,Gaia DR2 869913435026514688,Transit,2010,Ground,4595,-0.721,0.973551859
HIP 65 A b,HIP 65 A,TIC 201248411,Gaia DR2 4923860051276772608,Transit,2020,Space,4590,-0.678,0.973426166
TYC 8998-760-1 b,TYC 8998-760-1,TIC 449888653,Gaia DR2 5864061893213196032,Imaging,2020,Ground,4573,-0.339,0.972997782
Kepler-437 b,Kepler-437,TIC 273138666,Gaia DR2 2078866498869416960,Transit,2015,Space,4551,-0.762,0.972441033
Kepler-91 b,Kepler-91,TIC 352011875,Gaia DR2 2105909326647414400,Transit,2013,Space,4550,1.225,0.972415663
BD-11 4672 b,BD-11 4672,TIC 217831699,Gaia DR2 4154598526336121600,Radial Velocity,2014,Ground,4550,-0.804,0.972415663
BD-11 4672 c,BD-11 4672,TIC 217831699,Gaia DR2 4154598526336121600,Radial Velocity,2020,Ground,4550,-0.804,0.972415663
HATS-48 A b,HATS-48 A,TIC 201642601,Gaia DR2 6638412919991750912,Transit,2020,Ground,4546,-0.709,0.972314124
Kepler-80 b,Kepler-80,TIC 184296619,Gaia DR2 2076328963475704576,Transit,2012,Space,4540,-0.77,0.972161649
Kepler-80 c,Kepler-80,TIC 184296619,Gaia DR2 2076328963475704576,Transit,2012,Space,4540,-0.77,0.972161649
Kepler-80 d,Kepler-80,TIC 184296619,Gaia DR2 2076328963475704576,Transit,2014,Space,4540,-0.77,0.972161649
Kepler-80 e,Kepler-80,TIC 184296619,Gaia DR2 2076328963475704576,Transit,2014,Space,4540,-0.77,0.972161649
mu Leo b,mu Leo,TIC 82204610,Gaia DR2 643819484616249984,Radial Velocity,2014,Ground,4538.2,1.797,0.972115867
BD+48 740 b,BD+48 740,TIC 302070274,Gaia DR2 438444868763388800,Radial Velocity,2018,Ground,4534,1.64,0.972008972
EPIC 201757695.02,EPIC 201757695,TIC 380546118,,Transit,2020,Space,4520,-0.364,0.971651938
HATS-47 b,HATS-47,TIC 158297421,Gaia DR2 6658373007402886400,Transit,2020,Ground,4512,-0.796,0.971447422
HAT-P-68 b,HAT-P-68,TIC 63189173,Gaia DR2 675443053940533760,Transit,2020,Ground,4508,-0.779,0.971345028
K2-216 b,K2-216,TIC 418761354,Gaia DR2 2556231154370582400,Transit,2018,Space,4503,-0.721,0.971216908
